frame_index,reference_frame,middle_frame,current_frame,similarity,delete_frame,delete_range,memory_size,matching_points,orb_runtime_ms,lightglue_runtime_ms,runtime_ms,confidence,semantic_similarity,final_similarity,spatial_alpha,average_displacement,median_displacement,maximum_displacement,depth_runtime_ms,geometry_similarity,depth_difference,depth_metric,depth_cache_hit_reference,depth_cache_hit_current,memory_state,policy,transition,unified_memory_score,geometry_confidence,intent_state,estimator,decision,window_before,window_after,pose_x,pose_z,pose_yaw,pose_pitch,delta_x,delta_z,local_delta_x,local_delta_z,delta_yaw,delta_pitch,movement_magnitude,rotation_magnitude,pose_confidence,pose_delta_position,view_state,view_confidence,view_pose_distance,view_yaw_delta,nearest_view_frame_id,key_anchor_frame_id,key_anchor_type,key_anchor_reason,memory_selection_mode,memory_selection_target,memory_selection_anchor_type,memory_selection_reason,trajectory_motion_state,trajectory_direction,trajectory_frames,trajectory_distance,trajectory_should_progress,trajectory_confidence,revisit_gate_allow_retrieve,revisit_gate_allow_soft_reuse,revisit_gate_force_progress,revisit_gate_protect_current,revisit_gate_reason,selection_is_hard_retrieve,selection_is_soft_reuse,selection_is_progress,action_mode,action_mode_confidence,action_mode_reason,scheduler_path,turn_state,turn_confidence,turn_duration,turn_direction,turn_reason,window_layout_type,window_reason,view_intent,move_intent,has_view_motion,has_move_motion,action_explanation,use_pose_memory
69,56,59,63,0.9922609836794436,57,57-58-59,9,225280,0.0,0.0,148.19824416190386,0.9922609836794436,0.9922609836794436,0.9922609836794436,0.0,0.0,0.0,0.0,148.19824416190386,0.9922609836794436,0.007739016320556402,l1,False,False,KEEP,physmem_rule,turn_in_progress_soft_insert|insert_hysteresis_enter=0.35|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Revisit|selection=turn_transition|trajectory=Starting:right|prev=INSERT,0.6773290048694829,0.9922609836794436,Viewpoint Locomotion,depth,physmem_keep,54 55 56 57 58 59 60 61 62,54 55 56 60 61 62 63 64 65,0.31089297106798475,7.298264366462158,-0.29947916232049465,0.0,0.3212986168525105,0.08875988137955779,0.3333333432674408,0.0,-0.0598958320915699,0.0,0.3333333432674408,0.0598958320915699,1.0,0.3333333432674408,Revisit,0.5256722305105771,0.0697505881274062,0.2994791641831398,53,,,,turn_transition,,,rotation=0.0599,Starting,right,1,0.3333333432674408,False,0.75,False,False,False,False,revisit_blocked_by_motion:0.3333,False,False,False,Viewpoint Locomotion,0.3333333432674408,move=0.3333:view=0.0599:Viewpoint Locomotion,Viewpoint Locomotion->turn_transition,TurnInProgress,0.7486979011446238,4,left,rotation=0.0599,turn_transition,TurnInProgress:turn_transition,Turn Left,Right,True,True,viewpoint_locomotion,True
72,56,62,66,0.9175842925906181,54,54-55,9,225280,0.0,0.0,133.51695984601974,0.9175842925906181,0.9175842925906181,0.9175842925906181,0.0,0.0,0.0,0.0,133.51695984601974,0.9175842925906181,0.08241570740938187,l1,True,False,INSERT,physmem_rule,turn_in_progress_soft_insert|trajectory_progress_bypasses_insert_hysteresis|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Revisit|selection=turn_transition|trajectory=Progressing:right|prev=KEEP,0.5335252563691251,0.9175842925906181,Viewpoint Locomotion,depth,physmem_insert,54 55 56 60 61 62 63 64 65,56 60 61 62 63 64 65 66 67,0.6263022603063699,7.4060980253817466,-0.35937499441206455,0.0,0.3154092892383852,0.10783365891958879,0.3333333432674408,0.0,-0.0598958320915699,0.0,0.3333333432674408,0.0598958320915699,1.0,0.3333333432674408,Revisit,0.6444299012182546,0.01996229369068248,0.2395833320915699,56,,,,turn_transition,,,rotation=0.0599,Progressing,right,2,0.6666666865348816,True,1.0,False,False,True,False,hybrid_right_progress,False,False,False,Viewpoint Locomotion,0.3333333432674408,move=0.3333:view=0.0599:Viewpoint Locomotion,Viewpoint Locomotion->turn_transition,TurnInProgress,0.7486979011446238,5,left,rotation=0.0599,turn_transition,TurnInProgress:turn_transition,Turn Left,Right,True,True,viewpoint_locomotion,True
75,61,64,68,0.9178467318415642,62,62-63-64,9,225280,0.0,0.0,151.54812764376402,0.9178467318415642,0.9178467318415642,0.9178467318415642,0.0,0.0,0.0,0.0,151.54812764376402,0.9178467318415642,0.08215326815843582,l1,False,False,KEEP,physmem_rule,turn_in_progress_soft_insert|insert_hysteresis_enter=0.35|mode=View Rotation Only|turn=TurnInProgress|view=View Transition|selection=turn_transition|trajectory=Idle:none|prev=INSERT,0.6339010199930964,0.9178467318415642,Turn Right,depth,physmem_keep,56 60 61 62 63 64 65 66 67,56 60 61 65 66 67 68 69 70,0.6263022603063699,7.4060980253817466,-0.17968749441206455,0.0,0.0,0.0,0.0,0.0,0.1796875,0.0,0.0,0.1796875,1.0,0.0,View Transition,0.5989583333333334,0.0,0.1796875,66,,,,turn_transition,,,rotation=0.1797,Idle,none,0,0.0,False,0.0,False,False,False,True,view_transition,False,False,False,View Rotation Only,0.998263888888889,view=0.1797:Turn Right,View Rotation Only->turn_transition,TurnInProgress,1.0,6,right,rotation=0.1797,turn_transition,TurnInProgress:turn_transition,Turn Right,None,True,False,viewpoint_change,True
78,61,67,71,0.8823687583208084,56,56-60,9,225280,0.0,0.0,146.52219414710999,0.8823687583208084,0.8823687583208084,0.8823687583208084,0.0,0.0,0.0,0.0,146.52219414710999,0.8823687583208084,0.11763124167919159,l1,True,False,INSERT,physmem_rule,turn_in_progress_soft_insert|mode=View Rotation Only|turn=TurnInProgress|view=View Transition|selection=turn_transition|trajectory=Idle:none|prev=KEEP,0.5374456317881737,0.8823687583208084,Turn Right,depth,physmem_insert,56 60 61 65 66 67 68 69 70,61 65 66 67 68 69 70 71 72,0.6263022603063699,7.4060980253817466,5.587935447692871e-09,0.0,0.0,0.0,0.0,0.0,0.1796875,0.0,0.0,0.1796875,1.0,0.0,View Transition,0.5989583333333334,0.0,0.359375,66,,,,turn_transition,,,rotation=0.1797,Idle,none,0,0.0,False,0.0,False,False,False,True,view_transition,False,False,False,View Rotation Only,0.998263888888889,view=0.1797:Turn Right,View Rotation Only->turn_transition,TurnInProgress,1.0,7,right,rotation=0.1797,turn_transition,TurnInProgress:turn_transition,Turn Right,None,True,False,viewpoint_change,True
81,66,69,73,0.9796499237418175,67,67-68-69,9,225280,0.0,0.0,151.49224922060966,0.9796499237418175,0.9796499237418175,0.9796499237418175,0.0,0.0,0.0,0.0,151.49224922060966,0.9796499237418175,0.020350076258182526,l1,False,False,KEEP,physmem_rule,turn_in_progress_soft_insert|insert_hysteresis_enter=0.35|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Revisit|selection=turn_transition|trajectory=Starting:backward|prev=INSERT,0.5770714328377357,0.9796499237418175,Viewpoint Locomotion,depth,physmem_keep,61 65 66 67 68 69 70 71 72,61 65 66 70 71 72 73 74 75,0.6329749899874267,7.072831476786702,-0.04003905691206455,0.0,0.006672729681056797,-0.3332665485950444,0.0,-0.3333333432674408,-0.0400390625,0.0,0.33333334326744085,0.0400390625,1.0,0.33333334326744085,Revisit,0.7466416865158421,0.29423948713757336,0.0400390587747097,50,,,,turn_transition,,,rotation=0.0400,Starting,backward,1,0.3333333432674408,False,0.75,False,False,False,False,revisit_blocked_by_motion:0.3333,False,False,False,Viewpoint Locomotion,0.33333334326744085,move=0.3333:view=0.0400:Viewpoint Locomotion,Viewpoint Locomotion->turn_transition,TurnInProgress,0.50048828125,8,left,rotation=0.0400,turn_transition,TurnInProgress:turn_transition,Turn Left,Backward,True,True,viewpoint_locomotion,True
84,66,72,76,0.9541817978024483,61,61-65,9,225280,0.0,0.0,136.46125001832843,0.9541817978024483,0.9541817978024483,0.9541817978024483,0.0,0.0,0.0,0.0,136.46125001832843,0.9541817978024483,0.04581820219755173,l1,True,False,INSERT,physmem_rule,turn_in_progress_soft_insert|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Known View|selection=turn_transition|trajectory=Starting:forward|prev=KEEP,0.5197664839265582,0.9541817978024483,Viewpoint Locomotion,depth,physmem_insert,61 65 66 70 71 72 73 74 75,66 70 71 72 73 74 75 76 77,0.6129568015408449,8.072631092775485,5.587935447692871e-09,0.0,-0.020018188446581885,0.9997996159887826,0.0,1.0,0.0400390625,0.0,1.0,0.0400390625,1.0,1.0,Known View,0.20853758754293916,0.666666656732559,0.359375,66,,,,turn_transition,,,rotation=0.0400,Starting,forward,1,1.0,False,0.75,False,False,False,False,known_view_blocked_by_motion:1.0000,False,False,False,Viewpoint Locomotion,1.0,move=1.0000:view=0.0400:Viewpoint Locomotion,Viewpoint Locomotion->turn_transition,TurnInProgress,0.50048828125,9,right,rotation=0.0400,turn_transition,TurnInProgress:turn_transition,Turn Right,Walk,True,True,viewpoint_locomotion,True
87,71,74,78,0.9830762669444084,72,72-73-74,9,225280,0.0,0.0,168.26506378129125,0.9830762669444084,0.9830762669444084,0.9830762669444084,0.0,0.0,0.0,0.0,168.26506378129125,0.9830762669444084,0.016923733055591583,l1,False,False,KEEP,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|turn=PostTurnStabilization|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=INSERT,0.6123935261115809,0.9830762669444084,Walk,depth,physmem_keep,66 70 71 72 73 74 75 76 77,66 70 71 75 76 77 78 79 80,-0.05370987940610128,9.072631096500775,5.587935447692871e-09,0.0,-0.6666666809469461,1.0000000037252903,-0.6666666865348816,1.0,0.0,0.0,1.2018504361755658,0.0,1.0,1.2018504361755658,Novel View,0.5,1.2018504361755658,0.0,76,,,,orb_locomotion,,,move=1.2019:Walk,Progressing,forward,2,2.201850436175566,True,1.0,False,False,False,False,locomotion_only_orb_dominant,False,False,False,Locomotion Only,1.0,move=1.2019:Walk,Locomotion Only->orb_locomotion,PostTurnStabilization,1.0,1,right,mouse_stopped_after_turn,orb_locomotion,PostTurnStabilization:orb_locomotion,None,Walk,False,True,locomotion,True
90,71,77,81,0.9357028603553772,75,75-76-77,9,225280,0.0,0.0,155.14716506004333,0.9357028603553772,0.9357028603553772,0.9357028603553772,0.0,0.0,0.0,0.0,155.14716506004333,0.9357028603553772,0.0642971396446228,l1,True,False,KEEP,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|turn=PostTurnStabilization|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=KEEP,0.567054109422667,0.9357028603553772,Walk,depth,physmem_keep,66 70 71 75 76 77 78 79 80,66 70 71 78 79 80 81 82 83,0.27962346944927496,10.07263109463813,5.587935447692871e-09,0.0,0.33333334885537624,0.9999999981373549,0.3333333432674408,1.0,0.0,0.0,1.0540925565309005,0.0,1.0,1.0540925565309005,Novel View,0.5,1.0540925565309005,0.0,78,,,,orb_locomotion,,,move=1.0541:Walk,Progressing,forward,3,3.2559429927064665,True,1.0,False,False,False,False,locomotion_only_orb_dominant,False,False,False,Locomotion Only,1.0,move=1.0541:Walk,Locomotion Only->orb_locomotion,PostTurnStabilization,0.5,2,right,mouse_stopped_after_turn,orb_locomotion,PostTurnStabilization:orb_locomotion,None,Walk,False,True,locomotion,True
93,71,80,84,0.9305994585156441,70,70-78,9,225280,0.0,0.0,132.658408023417,0.9305994585156441,0.9305994585156441,0.9305994585156441,0.0,0.0,0.0,0.0,132.658408023417,0.9305994585156441,0.06940054148435593,l1,True,False,INSERT,physmem_rule,action_mode_view_rotation_protect|trajectory_forward_blocks_pullback|mode=Viewpoint Locomotion|turn=TurnStart|view=Novel View|selection=protect_current|trajectory=Progressing:forward|prev=KEEP,0.5354640007460141,0.9305994585156441,Viewpoint Locomotion,depth,physmem_insert,66 70 71 78 79 80 81 82 83,66 71 79 80 81 82 83 84 85,0.5726613008949158,11.085172425683675,-0.08007811941206455,0.0,0.2930378314456409,1.0125413310455458,0.3333333432674408,1.0,-0.080078125,0.0,1.0540925565309005,0.080078125,1.0,1.0540925565309005,Novel View,0.5,1.0540925565309,0.080078125,81,84,forward_anchor,hybrid_forward_progress,protect_current,,,move=1.0541:view=0.0801:Viewpoint Locomotion,Progressing,forward,4,4.310035549237367,True,1.0,False,False,True,False,hybrid_forward_progress,False,False,False,Viewpoint Locomotion,1.0,move=1.0541:view=0.0801:Viewpoint Locomotion,Viewpoint Locomotion->protect_current,TurnStart,1.0,1,left,rotation=0.0801,protect_current,TurnStart:protect_current,Turn Left,Walk,True,True,viewpoint_locomotion,True
96,79,82,86,0.9307160153985023,66,66-71,9,225280,0.0,0.0,219.50272610411048,0.9307160153985023,0.9307160153985023,0.9307160153985023,0.0,0.0,0.0,0.0,219.50272610411048,0.9307160153985023,0.06928398460149765,l1,False,False,INSERT,physmem_rule,turn_in_progress_soft_insert|trajectory_progress_bypasses_insert_hysteresis|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Novel View|selection=turn_transition|trajectory=Progressing:forward|prev=INSERT,0.5936038985914548,0.9307160153985023,Viewpoint Locomotion,depth,physmem_insert,66 71 79 80 81 82 83 84 85,79 80 81 82 83 84 85 86 87,0.5326329410680916,12.084370969722633,5.587935447692871e-09,0.0,-0.040028359826824275,0.9991985440389584,0.0,1.0,0.080078125,0.0,1.0,0.080078125,1.0,1.0,Novel View,0.5,0.9999999999999993,0.080078125,84,,,,turn_transition,,,rotation=0.0801,Progressing,forward,5,5.310035549237367,True,1.0,False,False,True,False,hybrid_forward_progress,False,False,False,Viewpoint Locomotion,1.0,move=1.0000:view=0.0801:Viewpoint Locomotion,Viewpoint Locomotion->turn_transition,TurnInProgress,1.0,2,right,rotation=0.0801,turn_transition,TurnInProgress:turn_transition,Turn Right,Walk,True,True,viewpoint_locomotion,True
99,81,84,88,0.9482821933925152,82,82-83-84,9,225280,0.0,0.0,164.90621026605368,0.9482821933925152,0.9482821933925152,0.9482821933925152,0.0,0.0,0.0,0.0,164.90621026605368,0.9482821933925152,0.05171780660748482,l1,False,False,KEEP,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|turn=PostTurnStabilization|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=INSERT,0.6342944341216208,0.9482821933925152,Walk,depth,physmem_keep,79 80 81 82 83 84 85 86 87,79 80 81 85 86 87 88 89 90,0.1992996033885862,13.084370971585278,5.587935447692871e-09,0.0,-0.33333333767950535,1.0000000018626451,-0.3333333432674408,1.0,0.0,0.0,1.0540925565309005,0.0,1.0,1.0540925565309005,Novel View,0.5,1.0540925565309005,0.0,86,,,,orb_locomotion,,,move=1.0541:Walk,Progressing,forward,6,6.364128105768267,True,1.0,False,False,False,False,locomotion_only_orb_dominant,False,False,False,Locomotion Only,1.0,move=1.0541:Walk,Locomotion Only->orb_locomotion,PostTurnStabilization,1.0,1,right,mouse_stopped_after_turn,orb_locomotion,PostTurnStabilization:orb_locomotion,None,Walk,False,True,locomotion,True
102,81,87,91,0.9369656294584274,79,79-80-81,9,225280,0.0,0.0,156.33931290358305,0.9369656294584274,0.9369656294584274,0.9369656294584274,0.0,0.0,0.0,0.0,156.33931290358305,0.9369656294584274,0.06303437054157257,l1,True,False,INSERT,physmem_rule,action_mode_locomotion_orb_insert|mode=Locomotion Only|turn=PostTurnStabilization|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=KEEP,0.5413592291051516,0.9369656294584274,Walk,depth,physmem_insert,79 80 81 85 86 87 88 89 90,85 86 87 88 89 90 91 92 93,-0.13403373429091914,14.084370973447923,5.587935447692871e-09,0.0,-0.33333333767950535,1.0000000018626451,-0.3333333432674408,1.0,0.0,0.0,1.0540925565309005,0.0,1.0,1.0540925565309005,Novel View,0.5,1.0540925565309005,0.0,88,,,,orb_locomotion,,,move=1.0541:Walk,Progressing,forward,7,7.418220662299167,True,1.0,False,False,False,False,locomotion_only_orb_dominant,False,False,False,Locomotion Only,1.0,move=1.0541:Walk,Locomotion Only->orb_locomotion,PostTurnStabilization,0.5,2,right,mouse_stopped_after_turn,orb_locomotion,PostTurnStabilization:orb_locomotion,None,Walk,False,True,locomotion,True
105,87,90,94,0.973998723551631,88,88-89-90,9,225280,0.0,0.0,156.61152685061097,0.973998723551631,0.973998723551631,0.973998723551631,0.0,0.0,0.0,0.0,156.61152685061097,0.973998723551631,0.026001276448369026,l1,True,False,KEEP,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|turn=StableNewView|view=Revisit|selection=orb_locomotion|trajectory=Progressing:forward|prev=INSERT,0.5960038127255085,0.973998723551631,Walk,depth,physmem_keep,85 86 87 88 89 90 91 92 93,85 86 87 91 92 93 94 95 96,0.19929961270181207,14.75103765812016,5.587935447692871e-09,0.0,0.3333333469927312,0.6666666846722364,0.3333333432674408,0.6666666865348816,0.0,0.0,0.7453560147132695,0.0,1.0,0.7453560147132695,Revisit,0.5030959901911536,0.7453560147132695,0.0,91,,,,orb_locomotion,,,move=0.7454:Walk,Progressing,forward,8,8.163576677012436,True,1.0,False,False,False,False,locomotion_only_orb_dominant,False,False,False,Locomotion Only,0.7453560147132695,move=0.7454:Walk,Locomotion Only->orb_locomotion,StableNewView,1.0,0,right,stable,orb_locomotion,StableNewView:orb_locomotion,None,Walk,False,True,locomotion,True
108,87,93,97,0.9628131948411465,91,91-92-93,9,225280,0.0,0.0,85.94807470217347,0.9628131948411465,0.9628131948411465,0.9628131948411465,0.0,0.0,0.0,0.0,85.94807470217347,0.9628131948411465,0.03718680515885353,l1,True,False,KEEP,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|turn=StableNewView|view=Revisit|selection=orb_locomotion|trajectory=Starting:right|prev=KEEP,0.574213397890597,0.9628131948411465,Right,depth,physmem_keep,85 86 87 91 92 93 94 95 96,85 86 87 94 95 96 97 98 99,0.5326329559692529,14.751037656257514,5.587935447692871e-09,0.0,0.3333333432674408,-1.8626452047421083e-09,0.3333333432674408,0.0,0.0,0.0,0.3333333432674408,0.0,1.0,0.3333333432674408,Revisit,0.7777777711550394,0.3333333432674408,0.0,94,,,,orb_locomotion,,,move=0.3333:Right,Starting,right,1,0.3333333432674408,False,0.75,False,False,False,False,locomotion_only_orb_dominant,False,False,False,Locomotion Only,0.3333333432674408,move=0.3333:Right,Locomotion Only->orb_locomotion,StableNewView,1.0,0,right,stable,orb_locomotion,StableNewView:orb_locomotion,None,Right,False,True,lateral_motion,True
111,87,96,100,0.9453984126448631,94,94-95-96,9,225280,0.0,0.0,136.1458278261125,0.9453984126448631,0.9453984126448631,0.9453984126448631,0.0,0.0,0.0,0.0,136.1458278261125,0.9453984126448631,0.05460158735513687,l1,True,False,KEEP,physmem_rule,action_mode_view_rotation_protect|mode=View Rotation Only|turn=TurnStart|view=View Transition|selection=protect_current|trajectory=Idle:none|prev=KEEP,0.5510293717772738,0.9453984126448631,Turn Left,depth,physmem_keep,85 86 87 94 95 96 97 98 99,85 86 87 97 98 99 100 101 102,0.5326329559692529,14.751037656257514,-0.17968749441206455,0.0,0.0,0.0,0.0,0.0,-0.1796875,0.0,0.0,0.1796875,1.0,0.0,View Transition,0.5989583333333334,0.0,0.1796875,97,100,turn_anchor,view_transition,protect_current,,,view=0.1797:Turn Left,Idle,none,0,0.0,False,0.0,False,False,False,True,view_transition,False,False,False,View Rotation Only,0.998263888888889,view=0.1797:Turn Left,View Rotation Only->protect_current,TurnStart,1.0,1,left,rotation=0.1797,protect_current,TurnStart:protect_current,Turn Left,None,True,False,viewpoint_change,True
114,87,99,103,0.9703242778778076,85,85-86,9,225280,0.0,0.0,132.8544090501964,0.9703242778778076,0.9703242778778076,0.9703242778778076,0.0,0.0,0.0,0.0,132.8544090501964,0.9703242778778076,0.029675722122192383,l1,True,False,INSERT,physmem_rule,turn_in_progress_soft_insert|mode=View Rotation Only|turn=TurnInProgress|view=View Transition|selection=turn_transition|trajectory=Idle:none|prev=KEEP,0.5535387945304805,0.9703242778778076,Turn Left,depth,physmem_insert,85 86 87 97 98 99 100 101 102,87 97 98 99 100 101 102 103 104,0.5326329559692529,14.751037656257514,-0.35937499441206455,0.0,0.0,0.0,0.0,0.0,-0.1796875,0.0,0.0,0.1796875,1.0,0.0,View Transition,0.5989583333333334,0.0,0.359375,97,,,,turn_transition,,,rotation=0.1797,Idle,none,0,0.0,False,0.0,False,False,False,True,view_transition,False,False,False,View Rotation Only,0.998263888888889,view=0.1797:Turn Left,View Rotation Only->turn_transition,TurnInProgress,1.0,2,left,rotation=0.1797,turn_transition,TurnInProgress:turn_transition,Turn Left,None,True,False,viewpoint_change,True
117,98,101,105,0.9518927522003651,99,99-100-101,9,225280,0.0,0.0,156.06534201651812,0.9518927522003651,0.9518927522003651,0.9518927522003651,0.0,0.0,0.0,0.0,156.06534201651812,0.9518927522003651,0.048107247799634933,l1,False,False,KEEP,physmem_rule,turn_in_progress_soft_insert|insert_hysteresis_enter=0.35|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Revisit|selection=turn_transition|trajectory=Starting:left|prev=INSERT,0.6001504700869162,0.9518927522003651,Viewpoint Locomotion,depth,physmem_keep,87 97 98 99 100 101 102 103 104,87 97 98 102 103 104 105 106 107,0.21722366673086768,14.643203997337926,-0.29947916232049465,0.0,-0.3154092892383852,-0.10783365891958879,-0.3333333432674408,0.0,0.0598958320915699,0.0,0.3333333432674408,0.0598958320915699,1.0,0.3333333432674408,Revisit,0.4992971676336348,0.10931317446005465,0.2994791679084301,94,,,,turn_transition,,,rotation=0.0599,Starting,left,1,0.3333333432674408,False,0.75,False,False,False,False,revisit_blocked_by_motion:0.3333,False,False,False,Viewpoint Locomotion,0.3333333432674408,move=0.3333:view=0.0599:Viewpoint Locomotion,Viewpoint Locomotion->turn_transition,TurnInProgress,0.7486979011446238,3,right,rotation=0.0599,turn_transition,TurnInProgress:turn_transition,Turn Right,Left,True,True,viewpoint_locomotion,True
